"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-06 ~ 2026-02-05"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"21862","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","월세","59.8300","202502","17","4,000","200","4","2004","테헤란로 428","202502~202702","갱신","-","2,000","200","아파트"
"21863","서울특별시 강남구 역삼동","706-20","0706","0020","한화진넥스빌","월세","34.8200","202502","17","1,000","130","16","2001","언주로86길 11","202503~202603","신규","-","","","아파트"
"21864","서울특별시 강남구 대치동","316","0316","0000","은마","전세","84.4300","202502","17","80,000","0","14","1980","삼성로 212","202503~202702","갱신","-","65,000","0","아파트"
"21865","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","월세","50.3160","202502","17","10,000","410","26","2011","영동대로138길 12","202503~202703","신규","-","","","아파트"
"21866","서울특별시 강남구 대치동","894","0894","0000","현대썬앤빌테헤란","전세","36.1200","202502","17","42,000","0","6","2016","삼성로85길 33","202503~202703","신규","-","","","아파트"
"21867","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","전세","128.0100","202502","17","135,000","0","1","1983","삼성로 150","202503~202703","신규","-","","","아파트"
"21868","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","월세","35.5100","202502","17","20,000","50","6","2004","테헤란로 428","202503~202703","신규","-","","","아파트"
"21869","서울특별시 강남구 역삼동","711-3","0711","0003","역삼자이","월세","84.9930","202502","17","50,000","330","24","2016","언주로 420","202504~202704","갱신","-","50,000","300","아파트"
"21870","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","전세","84.5800","202502","17","98,700","0","21","2000","도곡로78길 22","202504~202704","갱신","사용","94,000","0","아파트"
"21871","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","월세","59.8300","202502","17","4,000","200","4","2004","테헤란로 428","202502~202702","갱신","-","2,000","200","아파트"
"21872","서울특별시 강남구 대치동","959-33","0959","0033","하우스온더락","월세","33.2100","202502","17","1,000","220","5","2015","역삼로81길 15","202502~202702","신규","-","","","아파트"
"21873","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","월세","84.9500","202502","17","80,670","160","4","2008","선릉로 222","202503~202703","갱신","-","75,000","160","아파트"
"21874","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","전세","51.1200","202502","17","49,000","0","6","1992","개포로109길 21","202505~202705","갱신","-","39,000","0","아파트"
"21875","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","전세","84.2360","202502","17","130,000","0","10","2008","학동로68길 29","202503~202609","갱신","-","120,000","0","아파트"
"21876","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","월세","31.4020","202502","17","3,000","230","19","2008","학동로68길 29","202503~202603","신규","-","","","아파트"
"21877","서울특별시 강남구 삼성동","2","0002","0000","서광아파트","전세","84.9000","202502","17","105,000","0","8","1998","선릉로130길 19","202504~202704","신규","-","","","아파트"
"21878","서울특별시 강남구 삼성동","33-20","0033","0020","대우멤버스카운티201","월세","176.7300","202502","17","50,000","850","5","2004","봉은사로57길 37","202503~202702","신규","-","","","아파트"
"21879","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","전세","84.2360","202502","17","109,200","0","15","2008","학동로68길 29","202503~202703","갱신","사용","104,000","0","아파트"
"21880","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","월세","90.1970","202502","17","10,000","720","7","2011","영동대로138길 12","202503~202703","신규","-","","","아파트"
"21881","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","전세","89.3560","202502","17","160,000","0","6","2011","영동대로138길 12","202504~202704","갱신","사용","160,000","0","아파트"
"21882","서울특별시 강남구 역삼동","722","0722","0000","경남아너스빌","전세","81.0130","202502","17","85,000","0","15","2002","언주로85길 13","202505~202705","신규","-","","","아파트"
"21883","서울특별시 강남구 역삼동","902","0902","0000","강남센트럴아이파크","월세","84.9150","202502","17","30,000","540","17","2022","테헤란로44길 26","202504~202603","갱신","-","30,000","480","아파트"
"21884","서울특별시 강남구 역삼동","713-11","0713","0011","역삼I'PARK","월세","131.3800","202502","17","150,000","90","7","2006","역삼로 307","202502~202702","갱신","사용","150,000","100","아파트"
"21885","서울특별시 강남구 역삼동","727-2","0727","0002","대명벨리온","월세","30.5220","202502","17","20,000","15","4","2012","역삼로25길 27","202502~202702","갱신","사용","25,000","0","아파트"
"21886","서울특별시 강남구 역삼동","754-1","0754","0001","역삼푸르지오","월세","84.9097","202502","17","80,100","165","14","2006","언주로 332","202503~202703","갱신","-","80,000","165","아파트"
"21887","서울특별시 강남구 역삼동","755-4","0755","0004","e-편한세상","전세","59.6060","202502","17","90,000","0","18","2005","선릉로69길 20","202504~202704","갱신","-","72,000","0","아파트"
"21888","서울특별시 강남구 역삼동","713-11","0713","0011","역삼I'PARK","전세","28.2460","202502","17","44,000","0","14","2006","역삼로 307","202504~202704","갱신","사용","43,000","0","아파트"
"21889","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","전세","78.7700","202502","17","95,000","0","2","2023","삼성로 14","202503~202703","갱신","사용","95,000","0","아파트"
"21890","서울특별시 강남구 개포동","179","0179","0000","우성8","전세","79.6100","202502","17","84,000","0","9","1987","개포로 411","202502~202702","신규","-","","","아파트"
"21891","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202502","17","28,300","0","7","1992","개포로109길 9","-","-","-","","","아파트"
"21892","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","39.5300","202502","17","28,660","0","4","1992","개포로109길 9","202502~202702","갱신","사용","27,300","0","아파트"
"21893","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","월세","113.8080","202502","17","100,000","380","18","2019","선릉로 8","202502~202702","갱신","사용","110,000","300","아파트"
"21894","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","59.9200","202502","17","29,090","37","3","2020","개포로 264","202503~202702","-","-","","","아파트"
"21895","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","59.9200","202502","17","20,000","262","9","2020","개포로 264","202505~202705","갱신","사용","20,000","250","아파트"
"21896","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","전세","45.8800","202502","17","71,400","0","8","2023","삼성로 14","202503~202703","갱신","사용","68,000","0","아파트"
"21897","서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","전세","53.0600","202502","17","25,000","0","2","1983","개포로 516","202506~202706","갱신","사용","25,000","0","아파트"
"21898","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202502","17","30,000","0","2","1992","개포로109길 9","202503~202703","신규","-","","","아파트"
"21899","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","전세","59.9800","202502","17","100,000","0","17","2023","삼성로 14","202502~202702","신규","-","","","아파트"
"21900","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","전세","40.5860","202502","17","63,000","0","6","2008","삼성로111길 8","202504~202704","신규","-","","","아파트"
"21901","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","전세","84.2360","202502","17","130,000","0","6","2008","학동로68길 29","202502~202702","갱신","-","125,000","0","아파트"
"21902","서울특별시 강남구 삼성동","142-7","0142","0007","LG선릉에클라트(A)","월세","36.1600","202502","17","1,000","99","3","2003","선릉로100길 42","202502~202702","신규","-","","","아파트"
"21903","서울특별시 강남구 삼성동","102-2","0102","0002","금호어울림","전세","92.1600","202502","17","85,000","0","5","2003","봉은사로111길 25","202504~202704","신규","-","","","아파트"
"21904","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","59.9200","202502","16","28,740","38","3","2020","개포로 264","202503~202702","-","-","","","아파트"
"21905","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","월세","59.9200","202502","16","29,090","37","3","2020","개포로 264","202503~202702","-","-","","","아파트"
"21906","서울특별시 강남구 청담동","67-1","0067","0001","청담린든그로브","월세","176.8495","202502","16","30,000","1,750","2","2017","학동로97길 51","202502~202702","신규","-","","","아파트"
"21907","서울특별시 강남구 역삼동","762-3","0762","0003","래미안그레이튼(진달래2차)","전세","59.9100","202502","16","72,000","0","9","2010","도곡로43길 21","202503~202703","갱신","사용","69,000","0","아파트"
"21908","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","월세","49.9090","202502","16","18,346","53","5","2019","선릉로 8","202503~202702","-","-","","","아파트"
"21909","서울특별시 강남구 역삼동","706-20","0706","0020","한화진넥스빌","월세","39.2000","202502","16","2,000","137","12","2001","언주로86길 11","202503~202510","신규","-","","","아파트"
"21910","서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","전세","63.8700","202502","16","50,000","0","7","1977","압구정로 321","202502~202702","갱신","사용","50,000","0","아파트"
"21911","서울특별시 강남구 압구정동","462","0462","0000","현대4차저층(51~56동)","전세","117.9000","202502","16","130,000","0","3","1977","압구정로33길 70","202503~202703","신규","-","","","아파트"
"21912","서울특별시 강남구 자곡동","602","0602","0000","강남자곡아이파크","월세","74.9700","202502","16","10,000","273","15","2014","자곡로 175","202505~202705","갱신","사용","10,000","260","아파트"
"21913","서울특별시 강남구 수서동","746","0746","0000","까치마을","월세","34.4400","202502","16","5,000","120","4","1993","광평로19길 10","202502~202602","신규","-","","","아파트"
"21914","서울특별시 강남구 논현동","105","0105","0000","동현아파트1~6","전세","119.6700","202502","16","92,000","0","11","1985","언주로146길 18","202503~202703","갱신","사용","88,000","0","아파트"
"21915","서울특별시 강남구 일원동","615","0615","0000","우성7","월세","83.6900","202502","15","60,000","20","11","1987","개포로110길 15","202504~202704","갱신","사용","60,000","20","아파트"
"21916","서울특별시 강남구 일원동","734","0734","0000","상록수","전세","74.5400","202502","15","58,800","0","3","1993","광평로10길 15","202503~202703","갱신","사용","56,000","0","아파트"
"21917","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","121.7100","202502","15","170,000","0","14","2018","개포로110길 50","202504~202704","신규","-","","","아파트"
"21918","서울특별시 강남구 일원동","615","0615","0000","우성7","월세","84.0600","202502","15","59,000","24","3","1987","개포로110길 15","202502~202702","갱신","-","39,000","100","아파트"
"21919","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","121.7100","202502","15","149,000","0","6","2018","개포로110길 50","202503~202703","갱신","사용","142,000","0","아파트"
"21920","서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","월세","59.7600","202502","15","44,000","50","1","1994","일원로14길 25","202503~202703","신규","-","","","아파트"
"21921","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","121.7100","202502","15","148,000","0","8","2018","개포로110길 50","202504~202704","갱신","-","143,000","0","아파트"
"21922","서울특별시 강남구 일원동","615-1","0615","0001","개포한신","월세","82.3000","202502","15","4,000","110","1","1984","개포로110길 43","202502~202702","갱신","-","4,000","120","아파트"
"21923","서울특별시 강남구 일원동","731","0731","0000","한솔마을","월세","84.7300","202502","15","20,000","240","1","1994","광평로10길 6","202503~202703","신규","-","","","아파트"
"21924","서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","월세","59.7600","202502","15","3,000","163","9","1994","일원로14길 25","202503~202703","갱신","-","3,000","155","아파트"
"21925","서울특별시 강남구 일원동","615-1","0615","0001","개포한신","월세","107.6000","202502","15","5,000","120","9","1984","개포로110길 43","202503~202703","신규","-","","","아파트"
"21926","서울특별시 강남구 일원동","615","0615","0000","우성7","월세","84.0600","202502","15","26,500","103","5","1987","개포로110길 15","202503~202703","갱신","-","25,000","100","아파트"
"21927","서울특별시 강남구 도곡동","467-7","0467","0007","아카데미스위트1","월세","83.0000","202502","15","88,000","18","33","2004","언주로30길 21","202503~202703","갱신","사용","88,000","0","아파트"
"21928","서울특별시 강남구 도곡동","934-10","0934","0010","도곡우성아파트","전세","76.3800","202502","15","75,000","0","14","1986","남부순환로363길 49","202504~202704","신규","-","","","아파트"
"21929","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","전세","74.8000","202502","15","65,000","0","5","2015","자곡로3길 21","-","-","-","","","아파트"
"21930","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","84.4800","202502","15","60,900","0","12","1992","광평로51길 27","202502~202702","갱신","사용","58,000","0","아파트"
"21931","서울특별시 강남구 수서동","736","0736","0000","신동아","전세","33.1800","202502","15","31,500","0","14","1992","광평로47길 17","202503~202703","신규","-","","","아파트"
"21932","서울특별시 강남구 수서동","747","0747","0000","삼성","전세","84.9700","202502","15","90,000","0","14","1997","광평로31길 27","202503~202706","신규","-","","","아파트"
"21933","서울특별시 강남구 수서동","736","0736","0000","신동아","월세","39.5100","202502","15","5,000","140","7","1992","광평로47길 17","202503~202703","신규","-","","","아파트"
"21934","서울특별시 강남구 압구정동","443","0443","0000","현대3차(61~64동)","전세","82.5000","202502","15","57,750","0","1","1976","압구정로39길 58","202502~202702","갱신","사용","55,000","0","아파트"
"21935","서울특별시 강남구 세곡동","525","0525","0000","강남데시앙파크","전세","84.9500","202502","15","67,000","0","2","2011","헌릉로590길 63","202503~202703","갱신","-","25,000","140","아파트"
"21936","서울특별시 강남구 세곡동","533","0533","0000","세곡푸르지오","전세","74.7400","202502","15","60,900","0","6","2012","자곡로 21","202502~202702","갱신","사용","58,000","0","아파트"
"21937","서울특별시 강남구 세곡동","579","0579","0000","강남엘에이치1단지","전세","74.7400","202502","15","54,600","0","2","2013","헌릉로571길 20","202503~202703","갱신","사용","52,000","0","아파트"
"21938","서울특별시 강남구 수서동","746","0746","0000","까치마을","전세","34.4400","202502","15","21,000","0","15","1993","광평로19길 10","202504~202704","갱신","사용","20,000","0","아파트"
"21939","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","60.0000","202502","15","58,000","0","14","1992","광평로51길 27","202504~202704","신규","-","","","아파트"
"21940","서울특별시 강남구 수서동","738","0738","0000","동익","월세","84.4600","202502","15","5,000","160","7","1993","광평로39길 3","202502~202702","갱신","-","5,000","160","아파트"
"21941","서울특별시 강남구 수서동","736","0736","0000","신동아","전세","39.5100","202502","15","40,000","0","4","1992","광평로47길 17","202504~202704","신규","-","","","아파트"
"21942","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","60.0000","202502","15","45,203","0","2","1992","광평로51길 27","202503~202703","갱신","-","43,050","0","아파트"
"21943","서울특별시 강남구 수서동","747","0747","0000","삼성","전세","84.9700","202502","15","75,000","0","7","1997","광평로31길 27","202502~202702","갱신","사용","73,000","0","아파트"
"21944","서울특별시 강남구 수서동","746","0746","0000","까치마을","월세","34.4400","202502","15","10,000","67","8","1993","광평로19길 10","202502~202702","갱신","사용","10,000","62","아파트"
"21945","서울특별시 강남구 수서동","736","0736","0000","신동아","전세","49.9600","202502","15","36,700","0","9","1992","광평로47길 17","202504~202704","신규","-","","","아파트"
"21946","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","49.2000","202502","15","36,000","0","4","1992","광평로51길 27","202502~202702","갱신","사용","36,000","0","아파트"
"21947","서울특별시 강남구 수서동","708","0708","0000","삼익","전세","49.2000","202502","15","48,000","0","1","1992","광평로51길 27","202504~202704","신규","-","","","아파트"
"21948","서울특별시 강남구 수서동","738","0738","0000","동익","월세","84.4600","202502","15","35,000","130","13","1993","광평로39길 3","202503~202603","갱신","-","35,000","130","아파트"
"21949","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","월세","59.4800","202502","15","30,000","70","9","1985","언주로 123","-","-","-","","","아파트"
"21950","서울특별시 강남구 논현동","22","0022","0000","신동아(22)","월세","84.5200","202502","15","5,000","320","6","1997","강남대로146길 28","202504~202704","신규","-","","","아파트"
"21951","서울특별시 강남구 논현동","22","0022","0000","신동아(22)","전세","35.7300","202502","15","33,800","0","1","1997","강남대로146길 28","202503~202603","갱신","-","33,800","0","아파트"
"21952","서울특별시 강남구 논현동","53-1","0053","0001","힐타워","월세","110.4700","202502","15","45,000","30","4","2001","강남대로132길 26","202503~202703","갱신","사용","50,000","0","아파트"
"21953","서울특별시 강남구 논현동","225-6","0225","0006","논현아이파크","전세","47.4600","202502","15","70,000","0","7","2020","언주로 615","202503~202703","신규","-","","","아파트"
"21954","서울특별시 강남구 논현동","276-1","0276","0001","아크로힐스논현","월세","113.0870","202502","15","30,000","530","16","2014","언주로 604","202505~202705","갱신","-","20,000","134","아파트"
"21955","서울특별시 강남구 일원동","716","0716","0000","목련타운","전세","99.7900","202502","15","94,500","0","11","1993","광평로19길 15","202502~202702","갱신","사용","90,000","0","아파트"
"21956","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","월세","59.4800","202502","15","30,000","70","9","1985","언주로 123","202504~202704","신규","-","","","아파트"
"21957","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","월세","134.9023","202502","15","60,000","640","19","2006","선릉로 221","202504~202704","신규","-","","","아파트"
"21958","서울특별시 강남구 도곡동","952-14","0952","0014","원팰리스","전세","58.7000","202502","15","57,000","0","2","2003","남부순환로351길 23","202504~202704","신규","-","","","아파트"
"21959","서울특별시 강남구 도곡동","895-8","0895","0008","한신엠비씨","월세","84.7400","202502","15","77,000","20","11","1988","논현로 205","202503~202607","갱신","-","75,000","0","아파트"
"21960","서울특별시 강남구 도곡동","953-1","0953","0001","SK허브프리모","월세","67.5700","202502","15","45,000","75","9","2006","강남대로 240","202503~202703","신규","-","","","아파트"
"21961","서울특별시 강남구 도곡동","965","0965","0000","중명하니빌","월세","33.8300","202502","15","2,000","90","5","1997","남부순환로365길 5","202502~202702","신규","-","","","아파트"
"21962","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","월세","83.8600","202502","15","6,000","210","8","1985","언주로 123","202504~202704","갱신","사용","6,000","210","아파트"
"21963","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","전세","83.8600","202502","15","55,000","0","7","1985","언주로 123","202503~202703","갱신","사용","55,000","0","아파트"
"21964","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","월세","59.9818","202502","15","70,000","165","4","2006","선릉로 221","202503~202703","신규","-","","","아파트"
"21965","서울특별시 강남구 도곡동","934-10","0934","0010","도곡우성아파트","전세","84.8300","202502","15","78,100","0","6","1986","남부순환로363길 49","202412~202612","갱신","-","78,100","0","아파트"
"21966","서울특별시 강남구 도곡동","895-8","0895","0008","한신엠비씨","전세","84.7400","202502","15","82,000","0","11","1988","논현로 205","202503~202607","갱신","-","75,000","0","아파트"
"21967","서울특별시 강남구 도곡동","463-1","0463","0001","우성사원5","월세","78.9900","202502","15","55,000","20","2","1986","언주로29길 34","202502~202602","갱신","-","55,000","0","아파트"
"21968","서울특별시 강남구 자곡동","138-2","0138","0002","LH수서2단지아파트","월세","36.8400","202502","15","16,648","17","4","2024","자곡로11길 28","202412~202702","갱신","-","12,348","42","아파트"
"21969","서울특별시 강남구 자곡동","618","0618","0000","강남브리즈힐","전세","74.4400","202502","15","52,500","0","14","2014","자곡로3길 45","202502~202702","갱신","사용","50,000","0","아파트"
"21970","서울특별시 강남구 자곡동","686","0686","0000","강남한양수자인(4단지)","전세","84.9900","202502","15","63,000","0","9","2014","자곡로 260","202504~202704","갱신","사용","60,000","0","아파트"
"21971","서울특별시 강남구 자곡동","602","0602","0000","강남자곡아이파크","월세","74.9700","202502","15","41,000","130","12","2014","자곡로 175","202503~202703","신규","-","","","아파트"
"21972","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","전세","74.8000","202502","15","65,000","0","5","2015","자곡로3길 21","202504~202704","신규","-","","","아파트"
"21973","서울특별시 강남구 도곡동","934-10","0934","0010","도곡우성아파트","전세","84.8300","202502","15","75,000","0","3","1986","남부순환로363길 49","202504~202704","신규","-","","","아파트"
"21974","서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","월세","63.8700","202502","15","45,000","61","9","1977","압구정로 321","202502~202702","갱신","사용","45,000","61","아파트"
"21975","서울특별시 강남구 압구정동","397","0397","0000","미성2차","월세","74.4000","202502","15","54,000","120","7","1987","압구정로 113","202503~202703","갱신","-","54,000","0","아파트"
"21976","서울특별시 강남구 압구정동","456","0456","0000","현대7차(73~77,82,85동)","월세","144.2000","202502","15","54,400","160","8","1979","압구정로 201","202504~202704","갱신","-","50,000","160","아파트"
"21977","서울특별시 강남구 압구정동","513","0513","0000","한양5","전세","153.5900","202502","15","125,000","0","4","1979","압구정로 401","202504~202704","신규","-","","","아파트"
"21978","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","121.7100","202502","15","170,000","0","14","2018","개포로110길 50","202504~202704","신규","-","","","아파트"
"21979","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","121.7100","202502","15","170,000","0","14","2018","개포로110길 50","202504~202704","신규","-","","","아파트"
"21980","서울특별시 강남구 일원동","735","0735","0000","가람","전세","75.1600","202502","15","55,500","0","3","1993","일원로 127","-","-","-","","","아파트"
"21981","서울특별시 강남구 일원동","735","0735","0000","가람","전세","75.1600","202502","15","55,500","0","3","1993","일원로 127","202504~202704","갱신","사용","53,000","0","아파트"
"21982","서울특별시 강남구 일원동","718","0718","0000","샘터마을","월세","101.9700","202502","15","105,000","60","9","1994","일원로 120","202502~202702","갱신","-","100,000","40","아파트"
"21983","서울특별시 강남구 일원동","615","0615","0000","우성7","전세","83.6900","202502","15","65,000","0","2","1987","개포로110길 15","-","-","-","","","아파트"
"21984","서울특별시 강남구 일원동","711","0711","0000","수서","전세","59.9400","202502","15","45,000","0","2","1992","양재대로55길 12","202503~202703","갱신","-","39,000","0","아파트"
"21985","서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","월세","84.9300","202502","15","72,500","40","2","1994","일원로14길 25","202502~202702","갱신","-","72,500","0","아파트"
"21986","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","84.9900","202502","15","129,000","0","6","2018","개포로110길 50","202504~202704","신규","-","","","아파트"
"21987","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","월세","84.9700","202502","15","70,000","140","9","2018","개포로110길 50","202503~202703","갱신","사용","70,000","120","아파트"
"21988","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","전세","59.9900","202502","15","86,000","0","3","2018","개포로110길 50","202502~202702","갱신","사용","82,000","0","아파트"
"21989","서울특별시 강남구 일원동","711","0711","0000","수서","전세","59.9400","202502","15","31,500","0","5","1992","양재대로55길 12","202504~202703","갱신","사용","30,000","0","아파트"
"21990","서울특별시 강남구 일원동","615","0615","0000","우성7","전세","84.0600","202502","15","67,250","0","4","1987","개포로110길 15","202504~202704","갱신","-","47,250","0","아파트"
"21991","서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","전세","59.7600","202502","15","70,000","0","10","1994","일원로14길 25","202504~202704","신규","-","","","아파트"
"21992","서울특별시 강남구 일원동","735","0735","0000","가람","월세","75.1600","202502","15","38,000","80","2","1993","일원로 127","202502~202702","갱신","-","38,000","80","아파트"
"21993","서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","전세","73.2600","202502","15","47,200","0","6","1983","개포로 516","202504~202704","갱신","사용","45,000","0","아파트"
"21994","서울특별시 강남구 삼성동","48","0048","0000","한일","전세","55.3400","202502","15","52,500","0","12","2001","봉은사로73길 23","202503~202703","갱신","사용","50,000","0","아파트"
"21995","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","전세","84.3490","202502","15","125,000","0","1","2008","학동로68길 29","202502~202702","갱신","-","110,000","0","아파트"
"21996","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","전세","84.2360","202502","15","98,166","0","5","2008","학동로68길 29","202503~202703","갱신","사용","94,390","0","아파트"
"21997","서울특별시 강남구 청담동","65","0065","0000","진흥아파트","전세","109.3100","202502","15","80,000","0","1","1984","학동로 513","202503~202703","신규","-","","","아파트"
"21998","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","월세","49.6190","202502","15","40,000","290","24","2011","영동대로138길 12","202503~202703","신규","-","","","아파트"
"21999","서울특별시 강남구 청담동","5-25","0005","0025","휴먼스타빌","월세","35.9050","202502","15","2,000","190","16","2005","도산대로 454","202502~202602","신규","-","","","아파트"
"22000","서울특별시 강남구 청담동","5-25","0005","0025","휴먼스타빌","월세","35.9050","202502","15","1,000","210","21","2005","도산대로 454","202503~202511","갱신","-","1,000","200","아파트"
"22001","서울특별시 강남구 청담동","65","0065","0000","진흥아파트","전세","109.3100","202502","15","80,000","0","1","1984","학동로 513","202503~202703","신규","-","","","아파트"
"22002","서울특별시 강남구 청담동","10","0010","0000","삼환(101동)","월세","84.8800","202502","15","12,000","300","14","1999","학동로77길 49","202505~202705","신규","-","","","아파트"
"22003","서울특별시 강남구 역삼동","713-7","0713","0007","래미안펜타빌","전세","157.4100","202502","15","150,000","0","2","2007","역삼로 309","202502~202702","갱신","-","97,000","0","아파트"
"22004","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","월세","80.8700","202502","15","20,000","315","11","2005","선릉로69길 19","202504~202704","갱신","사용","20,000","300","아파트"
"22005","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","전세","80.8700","202502","15","99,750","0","7","2005","선릉로69길 19","202504~202704","갱신","사용","95,000","0","아파트"
"22006","서울특별시 강남구 역삼동","754","0754","0000","개나리래미안","월세","59.7000","202502","15","5,000","150","4","2006","역삼로 306","202502~203502","신규","-","","","아파트"
"22007","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","월세","59.4000","202502","15","65,000","36","7","2005","선릉로69길 19","202503~202703","갱신","사용","65,000","21","아파트"
"22008","서울특별시 강남구 역삼동","745-13","0745","0013","동원스위트뷰역삼","전세","84.8300","202502","15","93,000","0","6","2017","역삼로19길 25","202502~202702","신규","-","","","아파트"
"22009","서울특별시 강남구 역삼동","828-76","0828","0076","(828-76)","전세","84.4200","202502","15","49,000","0","2","2005","테헤란로10길 27","202503~202603","갱신","-","47,000","0","아파트"
"22010","서울특별시 강남구 역삼동","755-4","0755","0004","e-편한세상","월세","59.6060","202502","15","5,000","340","17","2005","선릉로69길 20","202503~202703","신규","-","","","아파트"
"22011","서울특별시 강남구 역삼동","826-37","0826","0037","쌍용플레티넘밸류","월세","84.9600","202502","15","3,000","294","10","2007","테헤란로4길 46","202503~202603","신규","-","","","아파트"
"22012","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","전세","59.7300","202502","15","105,000","0","13","2005","선릉로69길 19","202505~202705","신규","-","","","아파트"
